y,x,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
18,13,-0.754834,0.0360071,0.809625,2.30164
18,14,0.128188,0.036833,0.562659,1.30601
18,15,-0.0206402,0.0232351,0.827141,1.8136
18,16,-0.105918,0.0143839,0.895833,1.64792
18,17,-0.605384,0.0172304,0.941433,1.6454
18,18,-0.280924,0.0289077,0.721242,1.23281
18,19,-0.579577,0.0136345,0.797124,1.63091
18,20,-0.116129,0.00476979,0.905226,1.76422
18,21,0.150378,0.00288149,0.912264,1.66282
18,22,-0.366249,0.000338616,1.43213,2.6843
19,0,-2.27409,0.000192027,3.1411,6.07213
19,1,-0.526101,0.000919013,2.97935,5.6122
19,2,-0.800239,0.00090709,1.93608,3.52969
19,3,1.87508,0.00300502,0.86588,1.74667
19,4,0.319022,0.00322672,0.991166,2.22586
19,5,0.168046,0.00314197,1.36505,3.06036
19,6,-0.0313261,0.00508071,1.48085,3.37673
19,7,0.0992309,0.00843107,1.12696,2.57176
19,8,0.553243,0.00962138,0.761288,1.51762
19,9,-0.198626,0.0369953,0.606624,0.809912
19,10,-0.119405,0.0584304,0.664312,1.34654
19,11,-0.00743798,0.0507984,0.722045,1.7513
19,12,0.227321,0.0428056,0.646212,1.66219
19,13,0.303657,0.0213936,0.855928,2.36718
19,14,0.313571,0.0292722,0.851119,2.24074
19,15,-0.108788,0.0183488,1.0938,2.43473
19,16,-0.0986609,0.0131427,0.968271,1.83399
19,17,-0.444537,0.00514757,1.02045,1.77655
19,18,-1.13907,0.00873107,1.43848,2.48955
19,19,-0.0791747,0.00679584,2.16966,3.96609
19,20,0.156401,0.00274053,2.20087,3.89533
19,21,-0.338896,0.000634693,2.16155,3.95513
19,22,-0.502667,0.000238673,2.3194,4.44412
20,0,-1.16564,0.00185767,1.37292,2.42704
20,1,0.314925,0.00984367,0.452052,0.633391
20,2,-0.304209,0.00157818,1.16673,2.30491
20,3,-0.37783,0.00154391,1.84446,3.91169
20,4,-0.56619,0.00228798,1.84496,3.81964
20,5,-0.634231,0.0025353,1.98232,4.21019
20,6,-0.785769,0.00310101,1.94586,4.31396
20,7,0.678922,0.00330179,1.70893,3.90087
20,8,-0.207318,0.00424204,1.4089,3.0398
20,9,0.450793,0.0132594,1.01122,1.81928
20,10,0.0405672,0.0177895,1.17284,2.37644
20,11,-0.160245,0.0281732,0.908455,1.86957
20,12,-0.273867,0.050027,0.6692,1.55899
20,13,0.262936,0.0440021,0.843839,2.24516
20,14,-1.04935,0.0378523,1.34261,3.5969
20,15,0.340551,0.0146268,1.18704,2.69625
20,16,-0.120921,0.0135931,0.980501,2.05027
20,17,0.649023,0.00520231,1.01798,1.93385
20,18,0.538631,0.00383641,1.66633,3.31368
20,19,0.0245792,0.00557494,2.48193,4.69851
20,20,-0.0134172,0.00271789,2.51165,4.43724
20,21,-0.255836,0.000904789,2.5266,4.57188
20,22,-0.426711,0.000594366,2.22149,4.19898
21,0,0.0403733,0.00135402,1.02669,1.78014
21,1,3.17837,0.00198827,0.573613,0.948498
21,2,0.0641847,0.00170255,1.13091,2.07914
21,3,0.457288,0.0013009,2.09927,4.27671
21,4,-0.218845,0.00290137,1.44519,3.11504
21,5,0.843347,0.00248387,1.19914,2.84188
21,6,1.50595,0.00354732,1.51003,3.71452
21,7,-0.310064,0.00314265,1.8715,4.58074
21,8,0.0110075,0.00268611,2.30079,5.26409
21,9,-0.066375,0.00587972,1.64529,3.45179
21,10,-0.534757,0.0123939,1.19897,2.48118
21,11,0.251292,0.0377957,0.605881,1.11573
21,12,0.061756,0.0449487,0.585255,1.31809
21,13,1.01816,0.0350734,0.601006,1.5715
21,14,-0.25447,0.022572,1.35382,3.78428
21,15,-0.121767,0.0232313,1.3842,3.28248
21,16,0.0362689,0.0157558,1.35808,2.8061
21,17,-0.552213,0.00294135,1.94308,3.80114
21,18,0.059172,0.00209937,2.21959,4.53292
21,19,-0.0674417,0.00461843,2.48675,4.59902
21,20,-0.134103,0.00330178,2.48138,4.38175
21,21,-0.212859,0.0015068,2.31219,4.0973
21,22,-0.285462,0.00137176,1.81135,3.28909
22,0,-0.147662,0.00079299,1.52106,2.75913
22,1,-0.920511,0.000411142,1.72867,3.1084
22,2,-1.0018,0.000519408,2.01986,3.79899
22,3,-0.82759,0.00124077,1.82307,3.69042
22,4,1.19914,0.000975905,1.75325,3.90932
22,5,-0.294609,0.00204274,2.14615,4.94149
22,6,-0.514496,0.00290957,2.41255,5.63385
22,7,-0.331405,0.00166737,2.51094,5.75955
22,8,0.220993,0.00130006,2.88587,6.57723
22,9,-0.356636,0.00324374,2.47816,5.42128
22,10,0.0611954,0.00681223,1.21683,2.36991
22,11,0.121664,0.0461484,0.540017,0.820259
22,12,0.140838,0.0565522,0.557892,1.33647
22,13,0.711049,0.0355995,0.802388,2.02821
22,14,0.413826,0.0181002,1.68287,4.32718
22,15,-0.0670717,0.0206626,1.68554,4.08783
22,16,-0.101576,0.00883129,1.98918,4.25776
22,17,-0.458394,0.00404096,2.09659,4.15432
22,18,-0.630566,0.00259447,1.91842,3.81318
22,19,0.150631,0.00505608,1.80279,3.53445
22,20,0.5862,0.00345032,2.2529,3.99045
22,21,-0.544226,0.00228808,1.93403,3.31083
22,22,0.0297373,0.00228438,1.68407,3.00666
23,0,-0.921406,0.000525002,2.26137,4.01542
23,1,-1.34046,0.000501418,1.78725,3.12264
23,2,0.624288,0.000580372,1.43491,2.63107
