y,x,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
40,6,-0.0827502,0.00133848,1.15681,2.29873
40,7,0.10979,0.00208769,1.24407,2.57354
40,8,1.39873,0.00219514,0.81415,1.52207
40,9,-0.0482927,0.000882501,1.77626,3.60372
40,10,0.175462,7.39e-05,2.28829,4.74531
40,11,0.044117,0.000181552,2.14824,4.56884
40,12,-0.0637081,0.000394285,1.63678,3.46542
40,13,-0.166754,0.000340467,1.53195,3.21326
40,14,0.536191,0.000411409,1.12826,2.25101
40,15,0.0639517,0.000917644,1.47103,3.09227
40,16,-0.119699,0.00123021,1.84991,4.29397
40,17,-0.203705,0.000821322,1.82287,4.52106
40,18,-0.111727,0.00159188,1.2203,2.9613
40,19,-0.0246397,0.00296189,0.712375,1.61496
40,20,0.238094,0.009948,0.397744,0.790165
40,21,0.149682,0.0243033,0.405308,0.886083
40,22,-0.000162846,0.0203075,0.440689,0.901093
41,0,-0.0222273,0.00735144,0.532454,0.858285
41,1,-0.020357,0.00217961,0.384509,0.537108
41,2,0.144215,0.00097352,0.268388,0.367506
41,3,0.44572,0.000437441,0.327737,0.508369
41,4,-0.0517254,0.0014966,0.760021,1.46551
41,5,0.288414,0.00172824,0.739589,1.43371
41,6,-0.0526683,0.000814795,1.14666,2.2772
41,7,0.260167,0.00135376,1.66619,3.60707
41,8,0.0652312,0.00108962,1.43724,3.04873
41,9,-0.541602,0.00114719,1.71131,3.54214
41,10,-0.0704853,0.000158906,2.10843,4.31379
41,11,0.203814,0.00039941,1.76531,3.66429
41,12,0.199014,0.000464185,1.43616,2.97296
41,13,0.144531,0.000429572,1.24394,2.55737
41,14,0.12672,0.000300525,1.33501,2.77399
41,15,0.00628956,0.000570837,1.65497,3.48464
41,16,-0.0016546,0.00102454,1.70029,3.71004
41,17,0.00636462,0.0014999,1.34961,3.07854
41,18,0.17342,0.00265972,0.875365,1.96629
41,19,-0.0652846,0.00333571,0.613098,1.27016
41,20,-0.45327,0.00403352,0.559203,1.20043
41,21,-0.140664,0.0101601,0.674318,1.56148
41,22,-0.0176398,0.0128964,0.693039,1.45833
42,0,0.00750776,0.00484929,0.736497,1.22155
42,1,0.137479,0.00143309,0.493069,0.722127
42,2,0.451895,0.000449403,0.316368,0.465399
42,3,0.616491,0.000563566,0.324502,0.525415
42,4,0.309533,0.00138153,0.744914,1.4091
42,5,0.296836,0.00120634,0.91925,1.82243
42,6,0.631006,0.000372347,1.16817,2.31641
42,7,-0.348061,0.000473948,2.58739,5.67527
42,8,-0.709743,0.000291903,3.13617,7.00118
42,9,-0.15975,0.000394594,2.842,6.0246
42,10,0.0506458,6.23e-05,2.42871,5.07528
42,11,-0.204794,0.000180333,2.62975,5.7119
42,12,0.0789234,0.000282755,2.13652,4.68951
42,13,0.374135,0.000353421,1.56822,3.39565
42,14,0.0554502,0.000228488,1.67498,3.63733
42,15,-0.0062551,0.000457293,1.69278,3.5824
42,16,-0.00491485,0.00104512,1.49695,3.14588
42,17,0.0592773,0.00193376,1.14146,2.47206
42,18,0.0286544,0.00285549,0.961622,2.19581
42,19,0.253422,0.00353139,0.657001,1.40357
42,20,0.0930879,0.00375529,0.627249,1.37488
42,21,-0.116548,0.00485852,0.941627,2.22909
42,22,-0.10214,0.00644661,0.970617,2.0205
43,0,-0.0728527,0.00288172,0.859475,1.42732
43,1,0.00400891,0.000836427,0.793513,1.21992
43,2,-0.074505,0.000120082,0.643751,1.03611
43,3,-0.11996,0.000267517,0.764869,1.34602
43,4,-0.149153,0.000779188,1.01094,1.89631
43,5,-0.247205,0.000676737,1.21958,2.42826
43,6,-0.432104,0.000162311,1.33517,2.68054
43,7,-0.213397,0.00024979,2.23331,4.62687
43,8,-0.62955,0.000130014,3.06348,6.43006
43,9,0.732056,0.000114394,3.69418,7.62545
43,10,-0.534913,3.38e-05,2.95369,6.06501
43,11,0.0366621,8.25e-05,2.63924,5.47714
43,12,-0.227578,0.000163242,2.51098,5.44682
43,13,-0.523441,0.000145083,2.24799,4.95624
43,14,-0.181768,0.000156031,2.05193,4.55646
43,15,0.00154808,0.000353898,1.72285,3.67248
43,16,-0.030476,0.00080999,1.38077,2.84519
43,17,-0.0803143,0.00136027,1.2403,2.71324
43,18,0.0224308,0.00211399,1.17948,2.74127
43,19,0.155058,0.00302842,0.761271,1.68493
43,20,0.1569,0.00404101,0.691064,1.53644
43,21,0.0285126,0.00502817,0.830342,1.88974
43,22,-0.0123771,0.00464813,0.856395,1.72019
